track_name,artists,year,region,country_code
Signs,Tesla,1991,US,US
Too Many Walls,Cathy Dennis,1991,US,US
Crazy,Seal,1991,US,US
I'll Give All My Love to You,Keith Sweat,1991,US,US
Place in this World,Michael W. Smith,1991,US,US
Something to Believe In,Poison,1991,US,US
Wicked Game,Chris Isaak,1991,US,US
Get Here,Oleta Adams,1991,US,US
Round and Round,Tevin Campbell,1991,US,US
Silent Lucidity,Queensrÿche,1991,US,US
I'm Not in Love,Will to Power,1991,US,US
Piece of My Heart,Tara Kemp,1991,US,US
Real Real Real,Jesus Jones,1991,US,US
Everybody Plays the Fool,Aaron Neville,1991,US,US
Just Another Dream,Cathy Dennis,1991,US,US
Strike It Up,Black Box,1991,US,US
Rico Suave,Gerardo,1991,US,US
Disappear,INXS,1991,US,US
Groove Is in the Heart,Deee-Lite,1991,US,US
All This Time,Sting,1991,US,US
The One and Only,Chesney Hawkes,1991,US,US
O.P.P.,Naughty by Nature,1991,US,US
Freedom! '90,George Michael,1991,US,US
I Saw Red,Warrant,1991,US,US
Miles Away,Winger,1991,US,US
Do You Want Me,Salt-n-Pepa,1991,US,US
The Motown Song,Rod Stewart,1991,US,US
Shiny Happy People,R.E.M.,1991,US,US
№,Title,1992,US,US
End of the Road,Boyz II Men,1992,US,US
Baby Got Back,Sir Mix-a-Lot,1992,US,US
Jump,Kris Kross,1992,US,US
Save the Best for Last,Vanessa Williams,1992,US,US
Baby-Baby-Baby,TLC,1992,US,US
Tears in Heaven,Eric Clapton,1992,US,US
My Lovin' (You're Never Gonna Get It),En Vogue,1992,US,US
Under the Bridge,Red Hot Chili Peppers,1992,US,US
All 4 Love,Color Me Badd,1992,US,US
Just Another Day,Jon Secada,1992,US,US
I Love Your Smile,Shanice,1992,US,US
To Be with You,Mr. Big,1992,US,US
I'm Too Sexy,Right Said Fred,1992,US,US
Black or White,Michael Jackson,1992,US,US
Achy Breaky Heart,Billy Ray Cyrus,1992,US,US
I'll Be There,Mariah Carey,1992,US,US
November Rain,Guns N' Roses,1992,US,US
Life Is a Highway,Tom Cochrane,1992,US,US
Remember the Time,Michael Jackson,1992,US,US
Finally,CeCe Peniston,1992,US,US
This Used to Be My Playground,Madonna,1992,US,US
Sometimes Love Just Ain't Enough,Patty SmythandDon Henley,1992,US,US
Can't Let Go,Mariah Carey,1992,US,US
Jump Around,House of Pain,1992,US,US
Diamonds and Pearls,PrinceandThe New Power Generation,1992,US,US
Don't Let the Sun Go Down on Me,George MichaelandElton John,1992,US,US
Masterpiece,Atlantic Starr,1992,US,US
If You Asked Me To,Celine Dion,1992,US,US
Giving Him Something He Can Feel,En Vogue,1992,US,US
Live and Learn,Joe Public,1992,US,US
Come and Talk to Me,Jodeci,1992,US,US
Smells Like Teen Spirit,Nirvana,1992,US,US
Humpin' Around,Bobby Brown,1992,US,US
Damn I Wish I Was Your Lover,Sophie B. Hawkins,1992,US,US
Tell Me What You Want Me to Do,Tevin Campbell,1992,US,US
Ain't 2 Proud 2 Beg,TLC,1992,US,US
It's So Hard to Say Goodbye to Yesterday,Boyz II Men,1992,US,US
Move This,TechnotronicfeaturingYa Kid K,1992,US,US
Bohemian Rhapsody,Queen,1992,US,US
Tennessee,Arrested Development,1992,US,US
The Best Things in Life Are Free,Luther VandrossandJanet Jackson,1992,US,US
Make It Happen,Mariah Carey,1992,US,US
The One,Elton John,1992,US,US
Set Adrift on Memory Bliss,P.M. Dawn,1992,US,US
Stay,Shakespears Sister,1992,US,US
2 Legit 2 Quit,Hammer,1992,US,US
Please Don't Go,KWS,1992,US,US
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,1992,US,US
Wishing on a Star,The Cover Girls,1992,US,US
She's Playing Hard to Get,Hi-Five,1992,US,US
I'd Die Without You,P.M. Dawn,1992,US,US
Good for Me,Amy Grant,1992,US,US
All I Want,Toad the Wet Sprocket,1992,US,US
When a Man Loves a Woman,Michael Bolton,1992,US,US
I Can't Dance,Genesis,1992,US,US
Hazard,Richard Marx,1992,US,US
Mysterious Ways,U2,1992,US,US
Too Funky,George Michael,1992,US,US
How Do You Talk to an Angel,The Heights,1992,US,US
One,U2,1992,US,US
Keep on Walkin',CeCe Peniston,1992,US,US
Hold on My Heart,Genesis,1992,US,US
The Way I Feel About You,Karyn White,1992,US,US
Beauty and the Beast,Celine DionandPeabo Bryson,1992,US,US
Warm It Up,Kris Kross,1992,US,US
In the Closet,Michael Jackson,1992,US,US
People Everyday,Arrested Development,1992,US,US
No Son of Mine,Genesis,1992,US,US
Wildside,Marky Mark and the Funky Bunch,1992,US,US
Do I Have to Say the Words?,Bryan Adams,1992,US,US
Friday I'm in Love,The Cure,1992,US,US
Everything About You,Ugly Kid Joe,1992,US,US
Blowing Kisses in the Wind,Paula Abdul,1992,US,US
Thought I'd Died and Gone to Heaven,Bryan Adams,1992,US,US
Rhythm Is a Dancer,Snap!,1992,US,US
Addams Groove,Hammer,1992,US,US
Missing You Now,Michael Bolton,1992,US,US
Back to the Hotel,N2Deep,1992,US,US
Everything Changes,Kathy Troccoli,1992,US,US
Have You Ever Needed Someone So Bad,Def Leppard,1992,US,US
Take This Heart,Richard Marx,1992,US,US
When I Look Into Your Eyes,FireHouse,1992,US,US
I Wanna Love You,Jade,1992,US,US
Uhh Ahh,Boyz II Men,1992,US,US
Real Love,Mary J. Blige,1992,US,US
Justified and Ancient,The KLF,1992,US,US
Slow Motion,Color Me Badd,1992,US,US
What About Your Friends,TLC,1992,US,US
Thinkin' Back,Color Me Badd,1992,US,US
Would I Lie to You?,Charles & Eddie,1992,US,US
That's What Love Is For,Amy Grant,1992,US,US
Keep Coming Back,Richard Marx,1992,US,US
Free Your Mind,En Vogue,1992,US,US
Keep It Comin',Keith Sweat,1992,US,US
Just Take My Heart,Mr. Big,1992,US,US
I Will Remember You,Amy Grant,1992,US,US
We Got a Love Thang,CeCe Peniston,1992,US,US
Let's Get Rocked,Def Leppard,1992,US,US
They Want EFX,Das EFX,1992,US,US
I Can't Make You Love Me,Bonnie Raitt,1992,US,US
№,Title,1993,US,US
I Will Always Love You,Whitney Houston,1993,US,US
Whoomp! (There It Is),Tag Team,1993,US,US
Can't Help Falling in Love,UB40,1993,US,US
That's the Way Love Goes,Janet Jackson,1993,US,US
Freak Me,Silk,1993,US,US
Weak,SWV,1993,US,US
If I Ever Fall in Love,Shai,1993,US,US
Dreamlover,Mariah Carey,1993,US,US
Rump Shaker,Wreckx-n-Effect,1993,US,US
Informer,Snow,1993,US,US
Nuthin' but a 'G' Thang,Dr. Dre,1993,US,US
In the Still of the Nite,Boyz II Men,1993,US,US
Don't Walk Away,Jade,1993,US,US
Knockin' da Boots,H-Town,1993,US,US
Lately,Jodeci,1993,US,US
Dazzey Duks,Duice,1993,US,US
Show Me Love,Robin S.,1993,US,US
A Whole New World,Peabo BrysonandRegina Belle,1993,US,US
If,Janet Jackson,1993,US,US
I'm So Into You,SWV,1993,US,US
Love Is,Vanessa WilliamsandBrian McKnight,1993,US,US
Runaway Train,Soul Asylum,1993,US,US
I'll Never Get Over You (Getting Over Me),Exposé,1993,US,US
Ditty,Paperboy,1993,US,US
Rhythm Is a Dancer,Snap!,1993,US,US
The River of Dreams,Billy Joel,1993,US,US
I'm Gonna Be (500 Miles),The Proclaimers,1993,US,US
Two Princes,Spin Doctors,1993,US,US
Right Here (Human Nature) / Downtown,SWV,1993,US,US
I Have Nothing,Whitney Houston,1993,US,US
Mr. Wendal,Arrested Development,1993,US,US
Have I Told You Lately,Rod Stewart,1993,US,US
Saving Forever for You,Shanice,1993,US,US
Ordinary World,Duran Duran,1993,US,US
If I Had No Loot,Tony! Toni! Toné!,1993,US,US
I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1993,US,US
Slam,Onyx,1993,US,US
Looking Through Patient Eyes,P.M. Dawn,1993,US,US
I'm Every Woman,Whitney Houston,1993,US,US
Baby I'm Yours,Shai,1993,US,US
Come Undone,Duran Duran,1993,US,US
I Don't Wanna Fight,Tina Turner,1993,US,US
I'd Die Without You,P.M. Dawn,1993,US,US
"Whoot, There It Is",95 South,1993,US,US
Hip Hop Hooray,Naughty by Nature,1993,US,US
Another Sad Love Song,Toni Braxton,1993,US,US
Will You Be There,Michael Jackson,1993,US,US
Comforter,Shai,1993,US,US
Good Enough,Bobby Brown,1993,US,US
What's Up?,4 Non Blondes,1993,US,US
All That She Wants,Ace of Base,1993,US,US
7,PrinceandThe New Power Generation,1993,US,US
Dre Day,Dr. Dre,1993,US,US
One Last Cry,Brian McKnight,1993,US,US
Just Kickin' It,Xscape,1993,US,US
I Get Around,2Pac,1993,US,US
Bed of Roses,Bon Jovi,1993,US,US
Real Love,Mary J. Blige,1993,US,US
Here We Go Again!,Portrait,1993,US,US
Cryin',Aerosmith,1993,US,US
Cat's in the Cradle,Ugly Kid Joe,1993,US,US
What About Your Friends,TLC,1993,US,US
I Got a Man,Positive K,1993,US,US
Hey Mr. D.J.,Zhané,1993,US,US
Insane in the Brain,Cypress Hill,1993,US,US
Deeper and Deeper,Madonna,1993,US,US
The Right Kind of Love,Jeremy Jordan,1993,US,US
Bad Boys,Inner Circle,1993,US,US
That's What Love Can Do,Boy Krazy,1993,US,US
Do You Believe in Us,Jon Secada,1993,US,US
Forever in Love,Kenny G,1993,US,US
Again,Janet Jackson,1993,US,US
Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,1993,US,US
When She Cries,Restless Heart,1993,US,US
Sweat (A La La La La Long),Inner Circle,1993,US,US
It Was a Good Day,Ice Cube,1993,US,US
More and More,Captain Hollywood Project,1993,US,US
How Do You Talk to an Angel,The Heights,1993,US,US
Rebirth of Slick (Cool Like Dat),Digable Planets,1993,US,US
What Is Love,Haddaway,1993,US,US
To Love Somebody,Michael Bolton,1993,US,US
"Give It Up, Turn It Loose",En Vogue,1993,US,US
Alright,Kris KrossfeaturingSuper Cat,1993,US,US
Check Yo Self,Ice CubefeaturingDas EFX,1993,US,US
Fields of Gold,Sting,1993,US,US
Ooh Child,Dino,1993,US,US
Faithful,Go West,1993,US,US
Reason to Believe,Rod Stewart,1993,US,US
Break It Down Again,Tears for Fears,1993,US,US
Nothin' My Love Can't Fix,Joey Lawrence,1993,US,US
Three Little Pigs,Green Jellÿ,1993,US,US
Livin' on the Edge,Aerosmith,1993,US,US
Hey Jealousy,Gin Blossoms,1993,US,US
If I Ever Lose My Faith in You,Sting,1993,US,US
Anniversary,Tony! Toni! Toné!,1993,US,US
One Woman,Jade,1993,US,US
Can't Get Enough of Your Love,Taylor Dayne,1993,US,US
Two Steps Behind,Def Leppard,1993,US,US
№,Title,1994,US,US
The Sign,Ace of Base,1994,US,US
I Swear,All-4-One,1994,US,US
I'll Make Love to You,Boyz II Men,1994,US,US
The Power of Love,Celine Dion,1994,US,US
Hero,Mariah Carey,1994,US,US
Stay (I Missed You),Lisa Loeb and Nine Stories,1994,US,US
Breathe Again,Toni Braxton,1994,US,US
All for Love,"Bryan Adams,Rod StewartandSting",1994,US,US
All That She Wants,Ace of Base,1994,US,US
Bump n' Grind,R. Kelly,1994,US,US
Again,Janet Jackson,1994,US,US
I'll Remember,Madonna,1994,US,US
Whatta Man,Salt-n-PepafeaturingEn Vogue,1994,US,US
Wild Night,John MellencampwithMeshell Ndegeocello,1994,US,US
Without You / Never Forget You,Mariah Carey,1994,US,US
You Mean the World to Me,Toni Braxton,1994,US,US
Can You Feel the Love Tonight,Elton John,1994,US,US
The Most Beautiful Girl in the World,Prince,1994,US,US
Fantastic Voyage,Coolio,1994,US,US
"Baby, I Love Your Way",Big Mountain,1994,US,US
Regulate,Warren GandNate Dogg,1994,US,US
If You Go,Jon Secada,1994,US,US
Back & Forth,Aaliyah,1994,US,US
Now and Forever,Richard Marx,1994,US,US
When Can I See You,Babyface,1994,US,US
Please Forgive Me,Bryan Adams,1994,US,US
So Much in Love,All-4-One,1994,US,US
Shoop,Salt-n-Pepa,1994,US,US
"Any Time, Any Place / And On and On",Janet Jackson,1994,US,US
Shine,Collective Soul,1994,US,US
Said I Loved You...But I Lied,Michael Bolton,1994,US,US
Return to Innocence,Enigma,1994,US,US
All I Wanna Do,Sheryl Crow,1994,US,US
Mmm Mmm Mmm Mmm,Crash Test Dummies,1994,US,US
Can We Talk,Tevin Campbell,1994,US,US
Funkdafied,Da Brat,1994,US,US
I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1994,US,US
Gangsta Lean,DRS,1994,US,US
Because the Night,"10,000 Maniacs",1994,US,US
Cantaloop (Flip Fantasia),Us3,1994,US,US
Whoomp! (There It Is),Tag Team,1994,US,US
Come to My Window,Melissa Etheridge,1994,US,US
Stroke You Up,Changing Faces,1994,US,US
I'm Ready,Tevin Campbell,1994,US,US
100% Pure Love,Crystal Waters,1994,US,US
Anytime You Need a Friend,Mariah Carey,1994,US,US
Because of Love,Janet Jackson,1994,US,US
Linger,The Cranberries,1994,US,US
Loser,Beck,1994,US,US
Found Out About You,Gin Blossoms,1994,US,US
Gin and Juice,Snoop Doggy Dogg,1994,US,US
Never Lie,Immature,1994,US,US
Streets of Philadelphia,Bruce Springsteen,1994,US,US
Getto Jam,Domino,1994,US,US
Endless Love,Luther Vandross&Mariah Carey,1994,US,US
I Miss You,Aaron Hall,1994,US,US
Understanding,Xscape,1994,US,US
This D.J.,Warren G,1994,US,US
Cry for You,Jodeci,1994,US,US
Keep Ya Head Up,2Pac,1994,US,US
What's My Name?,Snoop Doggy Dogg,1994,US,US
Another Night,Real McCoy,1994,US,US
Your Body's Callin',R. Kelly,1994,US,US
Tootsee Roll,69 Boyz,1994,US,US
I Can See Clearly Now (from Cool Runnings),Jimmy Cliff,1994,US,US
Never Keeping Secrets,Babyface,1994,US,US
Crazy,Aerosmith,1994,US,US
Just Kickin' It,Xscape,1994,US,US
(At Your Best) You Are Love,Aaliyah,1994,US,US
Rock and Roll Dreams Come Through,Meat Loaf,1994,US,US
Amazing,Aerosmith,1994,US,US
Always,Erasure,1994,US,US
Groove Thang,Zhané,1994,US,US
Dreams,Gabrielle,1994,US,US
Mr. Vain,Culture Beat,1994,US,US
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,1994,US,US
Anything,SWV,1994,US,US
Beautiful in My Eyes,Joshua Kadison,1994,US,US
Stay,Eternal,1994,US,US
Flava in Ya Ear,Craig Mack,1994,US,US
U.N.I.T.Y.,Queen Latifah,1994,US,US
Prayer for the Dying,Seal,1994,US,US
Secret,Madonna,1994,US,US
Here Comes the Hotstepper,Ini Kamoze,1994,US,US
Everyday,Phil Collins,1994,US,US
Don't Take the Girl,Tim McGraw,1994,US,US
Got Me Waiting,Heavy D & the Boyz,1994,US,US
"December, 1963 (Oh, What a Night)",The Four Seasons,1994,US,US
Indian Outlaw,Tim McGraw,1994,US,US
Always,Bon Jovi,1994,US,US
I'm the Only One,Melissa Etheridge,1994,US,US
Back in the Day,Ahmad,1994,US,US
Love Sneakin' Up On You,Bonnie Raitt,1994,US,US
I'll Take You There (from Threesome),General Public,1994,US,US
Always in My Heart,Tevin Campbell,1994,US,US
What Is Love,Haddaway,1994,US,US
And Our Feelings,Babyface,1994,US,US
Bop Gun (One Nation),Ice CubefeaturingGeorge Clinton,1994,US,US
I Wanna Be Down,Brandy,1994,US,US
No.,Title,1995,US,US
Gangsta's Paradise,CooliofeaturingL.V.,1995,US,US
Waterfalls,TLC,1995,US,US
Kiss from a Rose,Seal,1995,US,US
On Bended Knee,Boyz II Men,1995,US,US
Another Night,Real McCoy,1995,US,US
Fantasy,Mariah Carey,1995,US,US
Take a Bow,Madonna,1995,US,US
Don't Take It Personal (Just One of Dem Days),Monica,1995,US,US
This Is How We Do It,Montell Jordan,1995,US,US
I Know,Dionne Farris,1995,US,US
Water Runs Dry,Boyz II Men,1995,US,US
Freak Like Me,Adina Howard,1995,US,US
Run-Around,Blues Traveler,1995,US,US
I Can Love You Like That,All-4-One,1995,US,US
Have You Ever Really Loved a Woman?,Bryan Adams,1995,US,US
Always,Bon Jovi,1995,US,US
Boombastic / In the Summertime,Shaggy,1995,US,US
Total Eclipse of the Heart,Nicki French,1995,US,US
You Gotta Be,Des'ree,1995,US,US
You Are Not Alone,Michael Jackson,1995,US,US
Hold My Hand,Hootie & the Blowfish,1995,US,US
One More Chance/Stay with Me,The Notorious B.I.G.,1995,US,US
Here Comes the Hotstepper,Ini Kamoze,1995,US,US
Candy Rain,Soul for Real,1995,US,US
Let Her Cry,Hootie & the Blowfish,1995,US,US
I Believe,Blessid Union of Souls,1995,US,US
Red Light Special,TLC,1995,US,US
Runaway,Janet Jackson,1995,US,US
Strong Enough,Sheryl Crow,1995,US,US
Colors of the Wind,Vanessa Williams,1995,US,US
Someone to Love,Jon B.featuringBabyface,1995,US,US
Only Wanna Be with You,Hootie & the Blowfish,1995,US,US
If You Love Me,Brownstone,1995,US,US
In the House of Stone and Light,Martin Page,1995,US,US
I Got 5 on It,Luniz,1995,US,US
Baby,Brandy,1995,US,US
Run Away,Real McCoy,1995,US,US
As I Lay Me Down,Sophie B. Hawkins,1995,US,US
He's Mine,MoKenStef,1995,US,US
December,Collective Soul,1995,US,US
I'll Be There for You/You're All I Need to Get By,Method ManfeaturingMary J. Blige,1995,US,US
Shy Guy,Diana King,1995,US,US
I'm the Only One,Melissa Etheridge,1995,US,US
Every Little Thing I Do,Soul for Real,1995,US,US
Before I Let You Go,Blackstreet,1995,US,US
Big Poppa / Warning,The Notorious B.I.G.,1995,US,US
Sukiyaki,4 P.M.,1995,US,US
I Wanna Be Down,Brandy,1995,US,US
I'll Make Love to You,Boyz II Men,1995,US,US
Dear Mama / Old School,2Pac,1995,US,US
Hold On,Jamie Walters,1995,US,US
Keep Their Heads Ringin',Dr. Dre,1995,US,US
The Rhythm of the Night,Corona,1995,US,US
Roll to Me,Del Amitri,1995,US,US
Scream / Childhood,Michael Jackson and Janet Jackson,1995,US,US
Freek'n You,Jodeci,1995,US,US
I Wish,Skee-Lo,1995,US,US
Believe,Elton John,1995,US,US
Carnival,Natalie Merchant,1995,US,US
You Don't Know How It Feels,Tom Petty,1995,US,US
Back for Good,Take That,1995,US,US
Tootsee Roll,69 Boyz,1995,US,US
You Want This / 70's Love Groove,Janet Jackson,1995,US,US
Tell Me,Groove Theory,1995,US,US
Can't You See,Totalfeaturing The Notorious B.I.G.,1995,US,US
All I Wanna Do,Sheryl Crow,1995,US,US
This Lil' Game We Play,Subwayfeaturing702,1995,US,US
Come and Get Your Love,Real McCoy,1995,US,US
This Ain't a Love Song,Bon Jovi,1995,US,US
Secret,Madonna,1995,US,US
Player's Anthem,Junior M.A.F.I.A.featuring The Notorious B.I.G.,1995,US,US
Feel Me Flow,Naughty by Nature,1995,US,US
Every Day of the Week,Jade,1995,US,US
The Sweetest Days,Vanessa Williams,1995,US,US
Short Dick Man,20 FingersfeaturingGillette,1995,US,US
Brokenhearted,Brandy,1995,US,US
No More I Love You's,Annie Lennox,1995,US,US
You Used to Love Me,Faith Evans,1995,US,US
Constantly,Immature,1995,US,US
"Hold Me, Thrill Me, Kiss Me, Kill Me",U2,1995,US,US
100% Pure Love,Crystal Waters,1995,US,US
Ask of You,Raphael Saadiq,1995,US,US
Sugar Hill,AZ,1995,US,US
Good,Better Than Ezra,1995,US,US
Brown Sugar,D'Angelo,1995,US,US
Turn the Beat Around,Gloria Estefan,1995,US,US
'Til You Do Me Right,After 7,1995,US,US
1st of tha Month,Bone Thugs-n-Harmony,1995,US,US
Like the Way I Do / If I Wanted To,Melissa Etheridge,1995,US,US
I Live My Life for You,FireHouse,1995,US,US
Dream About You / Funky Melody,Stevie B,1995,US,US
Cotton Eye Joe,Rednex,1995,US,US
Thank You,Boyz II Men,1995,US,US
I'll Stand by You,The Pretenders,1995,US,US
I Miss You,N II U,1995,US,US
Give It 2 You,Da Brat,1995,US,US
Best Friend,Brandy,1995,US,US
Misery,Soul Asylum,1995,US,US
Can't Stop Lovin' You,Van Halen,1995,US,US
№,Title,1996,US,US
Macarena(Bayside Boys Mix),Los del Río,1996,US,US
One Sweet Day,Mariah CareyandBoyz II Men,1996,US,US
Because You Loved Me,Celine Dion,1996,US,US
Nobody Knows,The Tony Rich Project,1996,US,US
Always Be My Baby,Mariah Carey,1996,US,US
Give Me One Reason,Tracy Chapman,1996,US,US
Tha Crossroads,Bone Thugs-n-Harmony,1996,US,US
I Love You Always Forever,Donna Lewis,1996,US,US
You're Makin' Me High / Let It Flow,Toni Braxton,1996,US,US
Twisted,Keith Sweat,1996,US,US
C'mon N' Ride It (The Train),Quad City DJ's,1996,US,US
Missing,Everything but the Girl,1996,US,US
Ironic,Alanis Morissette,1996,US,US
Exhale (Shoop Shoop),Whitney Houston,1996,US,US
Follow You Down / Til I Hear It from You,Gin Blossoms,1996,US,US
Sittin' Up in My Room,Brandy,1996,US,US
How Do U Want It / California Love,2PacfeaturingK-Ci and JoJo/2PacfeaturingDr. DreandRoger Troutman,1996,US,US
It's All Coming Back to Me Now,Celine Dion,1996,US,US
Change the World,Eric Clapton,1996,US,US
Hey Lover,LL Cool Jfeaturing Boyz II Men,1996,US,US
Loungin,LL Cool J,1996,US,US
Insensitive,Jann Arden,1996,US,US
Be My Lover,La Bouche,1996,US,US
Name,Goo Goo Dolls,1996,US,US
Who Will Save Your Soul,Jewel,1996,US,US
Where Do You Go,No Mercy,1996,US,US
I Can't Sleep Baby (If I),R. Kelly,1996,US,US
Counting Blue Cars,Dishwalla,1996,US,US
You Learn / You Oughta Know,Alanis Morissette,1996,US,US
One of Us,Joan Osborne,1996,US,US
Wonder,Natalie Merchant,1996,US,US
Not Gon' Cry,Mary J. Blige,1996,US,US
Gangsta's Paradise,CooliofeaturingL.V.,1996,US,US
Only You,112featuringThe Notorious B.I.G.,1996,US,US
Down Low (Nobody Has to Know),R. KellyfeaturingRonald Isley,1996,US,US
You're the One,SWV,1996,US,US
Sweet Dreams,La Bouche,1996,US,US
Before You Walk Out of My Life / Like This and Like That,Monica,1996,US,US
Breakfast at Tiffany's,Deep Blue Something,1996,US,US
"1, 2, 3, 4 (Sumpin' New)",Coolio,1996,US,US
The World I Know,Collective Soul,1996,US,US
No Diggity,BlackstreetfeaturingDr. Dre,1996,US,US
Anything,3T,1996,US,US
1979,The Smashing Pumpkins,1996,US,US
Diggin' on You,TLC,1996,US,US
Why I Love You So Much / Ain't Nobody,Monica,1996,US,US
Kissin' You,Total,1996,US,US
Count on Me,Whitney HoustonandCeCe Winans,1996,US,US
Fantasy,Mariah Carey,1996,US,US
Time,Hootie & the Blowfish,1996,US,US
You'll See,Madonna,1996,US,US
Last Night,Az Yet,1996,US,US
Mouth,Merril Bainbridge,1996,US,US
"The Earth, the Sun, the Rain",Color Me Badd,1996,US,US
All the Things (Your Man Won't Do),Joe,1996,US,US
Wonderwall,Oasis,1996,US,US
Woo Hah!! Got You All in Check / Everything Remains Raw,Busta Rhymes,1996,US,US
Tell Me,Groove Theory,1996,US,US
Elevators (Me & You),Outkast,1996,US,US
Hook,Blues Traveler,1996,US,US
Doin' It,LL Cool J,1996,US,US
Fastlove,George Michael,1996,US,US
"Touch Me, Tease Me",CasefeaturingFoxy Brown,1996,US,US
Tonite's tha Night,Kris Kross,1996,US,US
Children,Robert Miles,1996,US,US
Theme from Mission: Impossible,Adam ClaytonandLarry Mullen,1996,US,US
Closer to Free,BoDeans,1996,US,US
Just a Girl,No Doubt,1996,US,US
If Your Girl Only Knew,Aaliyah,1996,US,US
Lady,D'Angelo,1996,US,US
Key West Intermezzo (I Saw You First),John Mellencamp,1996,US,US
Pony,Ginuwine,1996,US,US
Nobody,Keith SweatfeaturingAthena Cage,1996,US,US
Old Man & Me (When I Get to Heaven),Hootie & the Blowfish,1996,US,US
If It Makes You Happy,Sheryl Crow,1996,US,US
As I Lay Me Down,Sophie B. Hawkins,1996,US,US
"Keep On, Keepin' On",MC LytefeaturingXscape,1996,US,US
Jealousy,Natalie Merchant,1996,US,US
I Want to Come Over,Melissa Etheridge,1996,US,US
Who Do U Love,Deborah Cox,1996,US,US
Un-Break My Heart,Toni Braxton,1996,US,US
This Is Your Night,Amber,1996,US,US
You Remind Me of Something,R. Kelly,1996,US,US
Runaway,Janet Jackson,1996,US,US
Set U Free,Planet Soul,1996,US,US
Hit Me Off,New Edition,1996,US,US
No One Else,Total,1996,US,US
My Boo,Ghost Town DJ's,1996,US,US
Get Money,Junior M.A.F.I.A.featuringThe Notorious B.I.G.,1996,US,US
That Girl,Maxi PriestfeaturingShaggy,1996,US,US
Po Pimp,Do or DiefeaturingTwista,1996,US,US
Until It Sleeps,Metallica,1996,US,US
Hay,Crucial Conflict,1996,US,US
Beautiful Life,Ace of Base,1996,US,US
Back for Good,Take That,1996,US,US
I Got Id / Long Road,Pearl Jam,1996,US,US
Soon as I Get Home,Faith Evans,1996,US,US
Macarena,Los del Río,1996,US,US
Only Wanna Be with You,Hootie & the Blowfish,1996,US,US
Don't Cry,Seal,1996,US,US
No.,Title,1997,US,US
Candle in the Wind 1997 / Something About the Way You Look Tonight,Elton John,1997,US,US
You Were Meant for Me / Foolish Games,Jewel,1997,US,US
I'll Be Missing You,Puff DaddyandFaith Evansfeaturing112,1997,US,US
Un-Break My Heart,Toni Braxton,1997,US,US
Can't Nobody Hold Me Down,Puff DaddyfeaturingMase,1997,US,US
I Believe I Can Fly,R. Kelly,1997,US,US
Don't Let Go (Love),En Vogue,1997,US,US
Return of the Mack,Mark Morrison,1997,US,US
How Do I Live,LeAnn Rimes,1997,US,US
Wannabe,Spice Girls,1997,US,US
Quit Playing Games (With My Heart),Backstreet Boys,1997,US,US
MMMBop,Hanson,1997,US,US
For You I Will,Monica,1997,US,US
You Make Me Wanna...,Usher,1997,US,US
Bitch,Meredith Brooks,1997,US,US
Nobody,Keith SweatfeaturingAthena Cage,1997,US,US
Semi-Charmed Life,Third Eye Blind,1997,US,US
Barely Breathing,Duncan Sheik,1997,US,US
Hard to Say I'm Sorry,Az YetfeaturingPeter Cetera,1997,US,US
Mo Money Mo Problems,The Notorious B.I.G.featuringPuff DaddyandMase,1997,US,US
The Freshmen,The Verve Pipe,1997,US,US
I Want You,Savage Garden,1997,US,US
No Diggity,BlackstreetfeaturingDr. Dre,1997,US,US
I Belong to You (Every Time I See Your Face),Rome,1997,US,US
Hypnotize,The Notorious B.I.G.,1997,US,US
Every Time I Close My Eyes,Babyface,1997,US,US
In My Bed,Dru Hill,1997,US,US
Say You'll Be There,Spice Girls,1997,US,US
Do You Know (What It Takes),Robyn,1997,US,US
4 Seasons of Loneliness,Boyz II Men,1997,US,US
G.H.E.T.T.O.U.T.,Changing Faces,1997,US,US
Honey,Mariah Carey,1997,US,US
I Believe in You and Me,Whitney Houston,1997,US,US
Da' Dip,Freak Nasty,1997,US,US
2 Become 1,Spice Girls,1997,US,US
All for You,Sister Hazel,1997,US,US
Cupid,112,1997,US,US
Where Have All the Cowboys Gone?,Paula Cole,1997,US,US
Sunny Came Home,Shawn Colvin,1997,US,US
It's Your Love,Tim McGrawwithFaith Hill,1997,US,US
Ooh Aah... Just a Little Bit,Gina G,1997,US,US
Mouth,Merril Bainbridge,1997,US,US
All Cried Out,Allurefeaturing112,1997,US,US
I'm Still in Love with You,New Edition,1997,US,US
Invisible Man,98 Degrees,1997,US,US
Not Tonight,"Lil' KimfeaturingDa Brat,Left Eye,Missy ElliottandAngie Martinez",1997,US,US
Look into My Eyes,Bone Thugs-n-Harmony,1997,US,US
Get It Together,702,1997,US,US
All by Myself,Celine Dion,1997,US,US
My Love Is the Shhh!,Somethin' for the PeoplefeaturingTrina & Tamara,1997,US,US
Where Do You Go,No Mercy,1997,US,US
I Finally Found Someone,Barbra StreisandandBryan Adams,1997,US,US
I'll Be,Foxy BrownfeaturingJay-Z,1997,US,US
